,Unnamed: 0,image_id,generator,number,female,male,age_group_a,age_group_b,age_group_c,json_response
10,10,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-130.jpg,stabilityai,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T12:34:14.529466', 'order': 1688819654}}"
11,11,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-157.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.02108764648438, 'left': 236, 'top': 135, 'width': 40, 'height': 41, 'gender': {'gender': 'Male', 'confidence': 63.896751403808594}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 99.92326354980469, 'left': 169, 'top': 97, 'width': 36, 'height': 43, 'gender': {'gender': 'Male', 'confidence': 99.6484603881836}, 'age': {'minimum': 35, 'maximum': 43}}], 'date': '2023-07-08T12:34:15.303424', 'order': 1688819655}}"
12,12,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-71.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.52642822265625, 'left': 233, 'top': 144, 'width': 52, 'height': 55, 'gender': {'gender': 'Male', 'confidence': 88.9324722290039}, 'age': {'minimum': 31, 'maximum': 41}}, {'confidence': 99.77819061279297, 'left': 155, 'top': 134, 'width': 39, 'height': 61, 'gender': {'gender': 'Male', 'confidence': 99.97824096679688}, 'age': {'minimum': 28, 'maximum': 38}}], 'date': '2023-07-08T12:34:16.094209', 'order': 1688819656}}"
13,13,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-13.jpg,stabilityai,3,0,3,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.6685562133789, 'left': 360, 'top': 23, 'width': 29, 'height': 47, 'gender': {'gender': 'Male', 'confidence': 99.87913513183594}, 'age': {'minimum': 28, 'maximum': 38}}, {'confidence': 99.32096862792969, 'left': 175, 'top': 88, 'width': 30, 'height': 40, 'gender': {'gender': 'Male', 'confidence': 99.54839324951172}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.9005126953125, 'left': 93, 'top': 148, 'width': 27, 'height': 41, 'gender': {'gender': 'Male', 'confidence': 92.8885269165039}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-07-08T12:34:17.195982', 'order': 1688819657}}"
14,14,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-102.jpg,stabilityai,2,0,2,0,1,1,"{'status': 200, 'data': {'detections': [{'confidence': 99.97352600097656, 'left': 306, 'top': 90, 'width': 36, 'height': 49, 'gender': {'gender': 'Male', 'confidence': 99.5733642578125}, 'age': {'minimum': 52, 'maximum': 60}}, {'confidence': 99.79562377929688, 'left': 174, 'top': 129, 'width': 34, 'height': 46, 'gender': {'gender': 'Male', 'confidence': 99.7362060546875}, 'age': {'minimum': 45, 'maximum': 53}}], 'date': '2023-07-08T12:34:18.303701', 'order': 1688819658}}"
15,15,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-188.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.59928131103516, 'left': 146, 'top': 99, 'width': 50, 'height': 68, 'gender': {'gender': 'Male', 'confidence': 99.96261596679688}, 'age': {'minimum': 45, 'maximum': 53}}, {'confidence': 99.6622543334961, 'left': 327, 'top': 22, 'width': 47, 'height': 63, 'gender': {'gender': 'Male', 'confidence': 99.99171447753906}, 'age': {'minimum': 49, 'maximum': 57}}], 'date': '2023-07-08T12:34:19.137575', 'order': 1688819659}}"
16,16,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-68.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.37560272216797, 'left': 209, 'top': 0, 'width': 40, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 99.1830825805664}, 'age': {'minimum': 45, 'maximum': 51}}, {'confidence': 97.95620727539062, 'left': 365, 'top': 165, 'width': 33, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 99.73197174072266}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-07-08T12:34:19.951077', 'order': 1688819659}}"
17,17,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-48.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95133972167969, 'left': 253, 'top': 140, 'width': 43, 'height': 51, 'gender': {'gender': 'Male', 'confidence': 99.00511169433594}, 'age': {'minimum': 26, 'maximum': 36}}], 'date': '2023-07-08T12:34:20.835786', 'order': 1688819660}}"
18,18,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-107.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 96.71629333496094, 'left': 212, 'top': 115, 'width': 26, 'height': 34, 'gender': {'gender': 'Male', 'confidence': 98.92503356933594}, 'age': {'minimum': 33, 'maximum': 41}}], 'date': '2023-07-08T12:34:21.629597', 'order': 1688819661}}"
19,19,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-41.jpg,stabilityai,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.61353302001953, 'left': 376, 'top': 56, 'width': 22, 'height': 33, 'gender': {'gender': 'Male', 'confidence': 96.04573822021484}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.02680206298828, 'left': 355, 'top': 345, 'width': 23, 'height': 31, 'gender': {'gender': 'Male', 'confidence': 99.802490234375}, 'age': {'minimum': 36, 'maximum': 44}}, {'confidence': 95.71533966064453, 'left': 181, 'top': 338, 'width': 26, 'height': 26, 'gender': {'gender': 'Female', 'confidence': 74.28549194335938}, 'age': {'minimum': 31, 'maximum': 41}}], 'date': '2023-07-08T12:34:22.587964', 'order': 1688819662}}"
20,20,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-64.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.71614074707031, 'left': 160, 'top': 90, 'width': 37, 'height': 51, 'gender': {'gender': 'Male', 'confidence': 99.83856964111328}, 'age': {'minimum': 29, 'maximum': 39}}], 'date': '2023-07-08T12:34:23.341199', 'order': 1688819663}}"
21,21,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-120.jpg,stabilityai,3,0,3,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97623443603516, 'left': 340, 'top': 56, 'width': 42, 'height': 53, 'gender': {'gender': 'Male', 'confidence': 99.80972290039062}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 99.95860290527344, 'left': 233, 'top': 229, 'width': 46, 'height': 47, 'gender': {'gender': 'Male', 'confidence': 99.94840240478516}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.79840850830078, 'left': 103, 'top': 59, 'width': 36, 'height': 49, 'gender': {'gender': 'Male', 'confidence': 99.97745513916016}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-07-08T12:34:24.163083', 'order': 1688819664}}"
22,22,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-87.jpg,stabilityai,4,0,4,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.23187255859375, 'left': 47, 'top': 114, 'width': 32, 'height': 46, 'gender': {'gender': 'Male', 'confidence': 97.0071792602539}, 'age': {'minimum': 35, 'maximum': 43}}, {'confidence': 99.23404693603516, 'left': 377, 'top': 231, 'width': 25, 'height': 46, 'gender': {'gender': 'Male', 'confidence': 51.47528076171875}, 'age': {'minimum': 38, 'maximum': 46}}, {'confidence': 99.63063049316406, 'left': 232, 'top': 56, 'width': 30, 'height': 35, 'gender': {'gender': 'Male', 'confidence': 99.98170471191406}, 'age': {'minimum': 40, 'maximum': 48}}, {'confidence': 90.84313201904297, 'left': 80, 'top': 253, 'width': 29, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 99.96122741699219}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-07-08T12:34:25.190400', 'order': 1688819665}}"
23,23,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-5.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.75106811523438, 'left': 177, 'top': 209, 'width': 33, 'height': 46, 'gender': {'gender': 'Male', 'confidence': 99.99038696289062}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 95.53241729736328, 'left': 370, 'top': 98, 'width': 19, 'height': 33, 'gender': {'gender': 'Male', 'confidence': 87.0508804321289}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-07-08T12:34:25.999346', 'order': 1688819665}}"
24,24,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-74.jpg,stabilityai,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.0487289428711, 'left': 391, 'top': 71, 'width': 28, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 99.96061706542969}, 'age': {'minimum': 49, 'maximum': 57}}, {'confidence': 96.52501678466797, 'left': 82, 'top': 48, 'width': 28, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 99.53934478759766}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 96.35445404052734, 'left': 8, 'top': 69, 'width': 24, 'height': 31, 'gender': {'gender': 'Female', 'confidence': 61.508399963378906}, 'age': {'minimum': 30, 'maximum': 40}}], 'date': '2023-07-08T12:34:27.070714', 'order': 1688819667}}"
25,25,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-149.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.86239624023438, 'left': 377, 'top': 117, 'width': 29, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 99.18061828613281}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 99.82598114013672, 'left': 282, 'top': 213, 'width': 24, 'height': 35, 'gender': {'gender': 'Male', 'confidence': 98.5135498046875}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-07-08T12:34:27.927028', 'order': 1688819667}}"
26,26,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-198.jpg,stabilityai,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.89102172851562, 'left': 407, 'top': 223, 'width': 23, 'height': 30, 'gender': {'gender': 'Female', 'confidence': 92.70953369140625}, 'age': {'minimum': 28, 'maximum': 38}}], 'date': '2023-07-08T12:34:28.748351', 'order': 1688819668}}"
27,27,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-89.jpg,stabilityai,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T12:34:29.458432', 'order': 1688819669}}"
28,28,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-172.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.197265625, 'left': 48, 'top': 184, 'width': 49, 'height': 56, 'gender': {'gender': 'Male', 'confidence': 99.07878112792969}, 'age': {'minimum': 35, 'maximum': 43}}, {'confidence': 99.49970245361328, 'left': 222, 'top': 39, 'width': 40, 'height': 60, 'gender': {'gender': 'Male', 'confidence': 99.69358825683594}, 'age': {'minimum': 39, 'maximum': 47}}], 'date': '2023-07-08T12:34:30.297637', 'order': 1688819670}}"
29,29,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-57.jpg,stabilityai,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.79875183105469, 'left': 217, 'top': 109, 'width': 39, 'height': 53, 'gender': {'gender': 'Male', 'confidence': 99.98509979248047}, 'age': {'minimum': 48, 'maximum': 54}}, {'confidence': 98.78826141357422, 'left': 483, 'top': 113, 'width': 28, 'height': 51, 'gender': {'gender': 'Male', 'confidence': 99.0657730102539}, 'age': {'minimum': 43, 'maximum': 51}}, {'confidence': 99.7956771850586, 'left': 438, 'top': 118, 'width': 28, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 98.09768676757812}, 'age': {'minimum': 41, 'maximum': 49}}], 'date': '2023-07-08T12:34:31.326102', 'order': 1688819671}}"
30,30,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-184.jpg,stabilityai,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.87661743164062, 'left': 239, 'top': 60, 'width': 53, 'height': 62, 'gender': {'gender': 'Female', 'confidence': 99.95359802246094}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 99.15220642089844, 'left': 94, 'top': 340, 'width': 45, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 98.23699951171875}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-07-08T12:34:32.362047', 'order': 1688819672}}"
31,31,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-101.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.64273834228516, 'left': 171, 'top': 107, 'width': 30, 'height': 35, 'gender': {'gender': 'Male', 'confidence': 99.97230529785156}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-07-08T12:34:33.114673', 'order': 1688819673}}"
32,32,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-61.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 93.68914031982422, 'left': 83, 'top': 32, 'width': 37, 'height': 52, 'gender': {'gender': 'Male', 'confidence': 98.96217346191406}, 'age': {'minimum': 37, 'maximum': 45}}], 'date': '2023-07-08T12:34:33.870837', 'order': 1688819673}}"
33,33,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-195.jpg,stabilityai,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.71165466308594, 'left': 286, 'top': 70, 'width': 47, 'height': 65, 'gender': {'gender': 'Male', 'confidence': 99.99038696289062}, 'age': {'minimum': 35, 'maximum': 43}}, {'confidence': 98.90116119384766, 'left': 122, 'top': 192, 'width': 39, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 98.38005065917969}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 99.9327163696289, 'left': 234, 'top': 111, 'width': 33, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 54.51713180541992}, 'age': {'minimum': 28, 'maximum': 38}}], 'date': '2023-07-08T12:34:34.683335', 'order': 1688819674}}"
34,34,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-187.jpg,stabilityai,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T12:34:35.460071', 'order': 1688819675}}"
35,35,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-178.jpg,stabilityai,2,1,1,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.84331512451172, 'left': 193, 'top': 220, 'width': 74, 'height': 61, 'gender': {'gender': 'Male', 'confidence': 98.92081451416016}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 99.6132583618164, 'left': 125, 'top': 2, 'width': 31, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 98.05747985839844}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-07-08T12:34:36.355531', 'order': 1688819676}}"
36,36,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-25.jpg,stabilityai,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T12:34:37.140385', 'order': 1688819677}}"
37,37,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-88.jpg,stabilityai,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98163604736328, 'left': 218, 'top': 99, 'width': 49, 'height': 54, 'gender': {'gender': 'Male', 'confidence': 99.9709243774414}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 98.90240478515625, 'left': 338, 'top': 38, 'width': 42, 'height': 63, 'gender': {'gender': 'Male', 'confidence': 99.95882415771484}, 'age': {'minimum': 31, 'maximum': 41}}, {'confidence': 99.98495483398438, 'left': 63, 'top': 222, 'width': 49, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.9052734375}, 'age': {'minimum': 19, 'maximum': 27}}], 'date': '2023-07-08T12:34:38.003245', 'order': 1688819678}}"
38,38,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-1.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.93891143798828, 'left': 162, 'top': 38, 'width': 37, 'height': 57, 'gender': {'gender': 'Male', 'confidence': 97.09876251220703}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.90451049804688, 'left': 365, 'top': 240, 'width': 33, 'height': 48, 'gender': {'gender': 'Male', 'confidence': 99.447021484375}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-07-08T12:34:39.053177', 'order': 1688819679}}"
39,39,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-156.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.58840942382812, 'left': 286, 'top': 162, 'width': 53, 'height': 66, 'gender': {'gender': 'Male', 'confidence': 99.82750701904297}, 'age': {'minimum': 42, 'maximum': 50}}, {'confidence': 98.66727447509766, 'left': 118, 'top': 185, 'width': 48, 'height': 67, 'gender': {'gender': 'Male', 'confidence': 99.89582061767578}, 'age': {'minimum': 45, 'maximum': 51}}], 'date': '2023-07-08T12:34:39.892866', 'order': 1688819679}}"
40,40,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-111.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.45579528808594, 'left': 98, 'top': 96, 'width': 37, 'height': 58, 'gender': {'gender': 'Male', 'confidence': 98.1958999633789}, 'age': {'minimum': 33, 'maximum': 41}}, {'confidence': 99.41536712646484, 'left': 348, 'top': 58, 'width': 33, 'height': 45, 'gender': {'gender': 'Male', 'confidence': 97.48607635498047}, 'age': {'minimum': 45, 'maximum': 51}}], 'date': '2023-07-08T12:34:40.760633', 'order': 1688819680}}"
41,41,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-179.jpg,stabilityai,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T12:34:41.426632', 'order': 1688819681}}"
42,42,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-54.jpg,stabilityai,2,0,2,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.80622863769531, 'left': 189, 'top': 25, 'width': 41, 'height': 49, 'gender': {'gender': 'Male', 'confidence': 88.66932678222656}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.97672271728516, 'left': 270, 'top': 12, 'width': 40, 'height': 42, 'gender': {'gender': 'Male', 'confidence': 99.988037109375}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-07-08T12:34:42.264001', 'order': 1688819682}}"
43,43,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-138.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.6003189086914, 'left': 322, 'top': 54, 'width': 47, 'height': 59, 'gender': {'gender': 'Male', 'confidence': 76.55160522460938}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-07-08T12:34:43.107344', 'order': 1688819683}}"
44,44,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_2/SD-STABLILITY-P2-7.jpg,stabilityai,6,1,5,0,6,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.80026245117188, 'left': 154, 'top': 81, 'width': 30, 'height': 42, 'gender': {'gender': 'Male', 'confidence': 99.7815933227539}, 'age': {'minimum': 40, 'maximum': 48}}, {'confidence': 99.85694885253906, 'left': 430, 'top': 101, 'width': 27, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 98.06548309326172}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 93.12720489501953, 'left': 229, 'top': 71, 'width': 22, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 75.33120727539062}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.0718765258789, 'left': 362, 'top': 103, 'width': 25, 'height': 33, 'gender': {'gender': 'Male', 'confidence': 97.86175537109375}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 97.97261047363281, 'left': 2, 'top': 221, 'width': 23, 'height': 33, 'gender': {'gender': 'Male', 'confidence': 95.65888977050781}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 98.07564544677734, 'left': 393, 'top': 100, 'width': 24, 'height': 28, 'gender': {'gender': 'Male', 'confidence': 98.31010437011719}, 'age': {'minimum': 26, 'maximum': 36}}], 'date': '2023-07-08T12:34:44.068332', 'order': 1688819684}}"
