,image_id,generator,number,female,male,age_details
1087,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-27.png,dall_e_2,0,0,0,[]
1088,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-67.png,dall_e_2,2,1,1,"[['Female', 28], ['Male', 28]]"
1089,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-90.png,dall_e_2,0,0,0,[]
1090,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-12.png,dall_e_2,0,0,0,[]
1091,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-53.png,dall_e_2,1,0,1,"[['Male', 28]]"
1092,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-56.png,dall_e_2,0,0,0,[]
1093,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-52.png,dall_e_2,2,1,1,"[['Female', 80], ['Male', 80]]"
1094,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-63.png,dall_e_2,0,0,0,[]
1095,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-86.png,dall_e_2,0,0,0,[]
1096,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-78.png,dall_e_2,1,0,1,"[['Male', 80]]"
1097,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-18.png,dall_e_2,0,0,0,[]
1098,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-6.png,dall_e_2,0,0,0,[]
1099,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-61.png,dall_e_2,1,1,0,"[['Female', 80]]"
1100,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-62.png,dall_e_2,0,0,0,[]
1101,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-69.png,dall_e_2,0,0,0,[]
1102,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-65.png,dall_e_2,0,0,0,[]
1103,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-76.png,dall_e_2,1,1,0,"[['Female', 40]]"
1104,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-17.png,dall_e_2,0,0,0,[]
1105,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-35.png,dall_e_2,0,0,0,[]
1106,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-75.png,dall_e_2,0,0,0,[]
1107,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-84.png,dall_e_2,0,0,0,[]
1108,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-89.png,dall_e_2,0,0,0,[]
1109,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-33.png,dall_e_2,1,1,0,"[['Female', 40]]"
1110,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-95.png,dall_e_2,0,0,0,[]
1111,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-80.png,dall_e_2,0,0,0,[]
1112,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-25.png,dall_e_2,0,0,0,[]
1113,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-81.png,dall_e_2,1,0,1,"[['Male', 28]]"
1114,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-15.png,dall_e_2,0,0,0,[]
1115,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-13.png,dall_e_2,0,0,0,[]
1116,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-46.png,dall_e_2,0,0,0,[]
1117,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-49.png,dall_e_2,1,0,1,"[['Male', 80]]"
1118,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-83.png,dall_e_2,2,2,0,"[['Female', 28], ['Female', 28]]"
1119,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-43.png,dall_e_2,1,0,1,"[['Male', 40]]"
1120,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-0.png,dall_e_2,0,0,0,[]
1121,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-60.png,dall_e_2,0,0,0,[]
1122,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-91.png,dall_e_2,0,0,0,[]
1123,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-87.png,dall_e_2,1,1,0,"[['Female', 1]]"
1124,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-82.png,dall_e_2,0,0,0,[]
1125,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-57.png,dall_e_2,0,0,0,[]
1126,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-14.png,dall_e_2,1,1,0,"[['Female', 80]]"
1127,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-36.png,dall_e_2,0,0,0,[]
1128,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-59.png,dall_e_2,0,0,0,[]
1129,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-22.png,dall_e_2,0,0,0,[]
1130,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-30.png,dall_e_2,0,0,0,[]
1131,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-28.png,dall_e_2,0,0,0,[]
1132,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-4.png,dall_e_2,0,0,0,[]
1133,https://ik.imagekit.io/seeingthewords/data/dall_e_2/prompt_2/DL2-BETA-P2-2.png,dall_e_2,0,0,0,[]
