,Unnamed: 0,image_id,generator,number,female,male,age_group_a,age_group_b,age_group_c,json_response
293,293,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-55.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:34.533204', 'order': 1688823574}}"
294,294,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-28.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:35.388183', 'order': 1688823575}}"
295,295,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-184.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:36.270560', 'order': 1688823576}}"
296,296,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-97.jpg,SG161222,5,2,3,0,5,0,"{'status': 200, 'data': {'detections': [{'confidence': 96.30024719238281, 'left': 459, 'top': 278, 'width': 14, 'height': 22, 'gender': {'gender': 'Female', 'confidence': 99.7572250366211}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 98.69979858398438, 'left': 397, 'top': 288, 'width': 14, 'height': 18, 'gender': {'gender': 'Female', 'confidence': 72.16464233398438}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 98.73888397216797, 'left': 206, 'top': 283, 'width': 13, 'height': 19, 'gender': {'gender': 'Male', 'confidence': 99.46443176269531}, 'age': {'minimum': 31, 'maximum': 41}}, {'confidence': 99.83032989501953, 'left': 242, 'top': 283, 'width': 13, 'height': 18, 'gender': {'gender': 'Male', 'confidence': 90.98283386230469}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 92.00828552246094, 'left': 42, 'top': 278, 'width': 12, 'height': 18, 'gender': {'gender': 'Male', 'confidence': 97.1801528930664}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-07-08T13:39:37.919326', 'order': 1688823577}}"
297,297,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-14.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:38.580065', 'order': 1688823578}}"
298,298,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-168.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:39.306838', 'order': 1688823579}}"
299,299,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-31.jpg,SG161222,4,1,3,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.80860900878906, 'left': 193, 'top': 313, 'width': 16, 'height': 21, 'gender': {'gender': 'Male', 'confidence': 96.89280700683594}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 98.83607482910156, 'left': 234, 'top': 319, 'width': 15, 'height': 20, 'gender': {'gender': 'Female', 'confidence': 88.49553680419922}, 'age': {'minimum': 36, 'maximum': 44}}, {'confidence': 98.60115051269531, 'left': 383, 'top': 322, 'width': 13, 'height': 22, 'gender': {'gender': 'Male', 'confidence': 99.47355651855469}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 97.96784210205078, 'left': 400, 'top': 319, 'width': 11, 'height': 17, 'gender': {'gender': 'Male', 'confidence': 85.36656951904297}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-07-08T13:39:40.476414', 'order': 1688823580}}"
300,300,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-186.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:41.450902', 'order': 1688823581}}"
301,301,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-35.jpg,SG161222,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.93305969238281, 'left': 316, 'top': 61, 'width': 35, 'height': 52, 'gender': {'gender': 'Male', 'confidence': 99.61100006103516}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-07-08T13:39:42.355689', 'order': 1688823582}}"
302,302,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-59.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:43.004560', 'order': 1688823583}}"
303,303,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-138.jpg,SG161222,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.19279479980469, 'left': 324, 'top': 285, 'width': 10, 'height': 13, 'gender': {'gender': 'Female', 'confidence': 71.2817611694336}, 'age': {'minimum': 10, 'maximum': 18}}, {'confidence': 92.05635833740234, 'left': 450, 'top': 285, 'width': 7, 'height': 13, 'gender': {'gender': 'Female', 'confidence': 85.79871368408203}, 'age': {'minimum': 18, 'maximum': 24}}], 'date': '2023-07-08T13:39:44.311199', 'order': 1688823584}}"
304,304,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-40.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:44.995557', 'order': 1688823584}}"
305,305,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-117.jpg,SG161222,5,2,3,0,5,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.4711685180664, 'left': 24, 'top': 282, 'width': 15, 'height': 19, 'gender': {'gender': 'Male', 'confidence': 96.46806335449219}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 98.21797180175781, 'left': 149, 'top': 276, 'width': 15, 'height': 18, 'gender': {'gender': 'Male', 'confidence': 98.24356079101562}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.864013671875, 'left': 246, 'top': 278, 'width': 15, 'height': 18, 'gender': {'gender': 'Male', 'confidence': 59.4243278503418}, 'age': {'minimum': 36, 'maximum': 44}}, {'confidence': 96.41963958740234, 'left': 357, 'top': 291, 'width': 12, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 52.1167106628418}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 99.83367919921875, 'left': 334, 'top': 273, 'width': 10, 'height': 14, 'gender': {'gender': 'Female', 'confidence': 99.84709930419922}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-07-08T13:39:46.195373', 'order': 1688823586}}"
306,306,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-122.jpg,SG161222,4,2,2,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.35533905029297, 'left': 63, 'top': 310, 'width': 16, 'height': 21, 'gender': {'gender': 'Female', 'confidence': 99.60071563720703}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 96.5430908203125, 'left': 101, 'top': 307, 'width': 13, 'height': 17, 'gender': {'gender': 'Male', 'confidence': 88.61233520507812}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.28369140625, 'left': 291, 'top': 321, 'width': 13, 'height': 17, 'gender': {'gender': 'Female', 'confidence': 87.60902404785156}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.7951431274414, 'left': 238, 'top': 323, 'width': 12, 'height': 16, 'gender': {'gender': 'Male', 'confidence': 96.90888214111328}, 'age': {'minimum': 25, 'maximum': 35}}], 'date': '2023-07-08T13:39:47.185687', 'order': 1688823587}}"
307,307,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-1.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:47.897146', 'order': 1688823587}}"
308,308,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-80.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:48.886961', 'order': 1688823588}}"
309,309,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-26.jpg,SG161222,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 90.41891479492188, 'left': 422, 'top': 409, 'width': 12, 'height': 18, 'gender': {'gender': 'Female', 'confidence': 99.14639282226562}, 'age': {'minimum': 28, 'maximum': 38}}], 'date': '2023-07-08T13:39:49.997501', 'order': 1688823589}}"
310,310,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-95.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:50.832606', 'order': 1688823590}}"
311,311,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-69.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:51.451178', 'order': 1688823591}}"
312,312,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-151.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:52.079850', 'order': 1688823592}}"
313,313,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-152.jpg,SG161222,7,6,1,1,6,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9209213256836, 'left': 373, 'top': 341, 'width': 13, 'height': 17, 'gender': {'gender': 'Female', 'confidence': 99.66291046142578}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 97.32119750976562, 'left': 416, 'top': 340, 'width': 11, 'height': 16, 'gender': {'gender': 'Female', 'confidence': 74.66612243652344}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 95.66062927246094, 'left': 20, 'top': 335, 'width': 11, 'height': 16, 'gender': {'gender': 'Female', 'confidence': 98.21154022216797}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.68253326416016, 'left': 266, 'top': 337, 'width': 11, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 76.91484069824219}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 93.48977661132812, 'left': 485, 'top': 341, 'width': 11, 'height': 16, 'gender': {'gender': 'Female', 'confidence': 70.08104705810547}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 97.27996826171875, 'left': 455, 'top': 347, 'width': 11, 'height': 16, 'gender': {'gender': 'Female', 'confidence': 99.8525390625}, 'age': {'minimum': 6, 'maximum': 14}}, {'confidence': 99.61973571777344, 'left': 359, 'top': 342, 'width': 10, 'height': 13, 'gender': {'gender': 'Male', 'confidence': 99.96061706542969}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-07-08T13:39:53.702437', 'order': 1688823593}}"
314,314,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-189.jpg,SG161222,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.43350982666016, 'left': 35, 'top': 200, 'width': 21, 'height': 31, 'gender': {'gender': 'Female', 'confidence': 93.97167205810547}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-07-08T13:39:54.560127', 'order': 1688823594}}"
315,315,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-13.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:56.227030', 'order': 1688823596}}"
316,316,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-192.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:57.183773', 'order': 1688823597}}"
317,317,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-45.jpg,SG161222,6,3,3,0,6,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.02535247802734, 'left': 230, 'top': 288, 'width': 14, 'height': 20, 'gender': {'gender': 'Female', 'confidence': 90.84449005126953}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.71632385253906, 'left': 89, 'top': 294, 'width': 15, 'height': 18, 'gender': {'gender': 'Male', 'confidence': 74.67948150634766}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 95.26756286621094, 'left': 473, 'top': 292, 'width': 13, 'height': 19, 'gender': {'gender': 'Female', 'confidence': 94.81101989746094}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 95.53559112548828, 'left': 118, 'top': 284, 'width': 11, 'height': 16, 'gender': {'gender': 'Male', 'confidence': 99.23384094238281}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 98.84645080566406, 'left': 211, 'top': 291, 'width': 11, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 99.80574035644531}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 93.11369323730469, 'left': 19, 'top': 287, 'width': 10, 'height': 16, 'gender': {'gender': 'Male', 'confidence': 54.65071105957031}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-07-08T13:39:58.621612', 'order': 1688823598}}"
318,318,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-34.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:39:59.340273', 'order': 1688823599}}"
319,319,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-18.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:00.149783', 'order': 1688823600}}"
320,320,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-17.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:00.983667', 'order': 1688823600}}"
321,321,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-157.jpg,SG161222,7,4,3,0,7,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.13013458251953, 'left': 60, 'top': 281, 'width': 15, 'height': 18, 'gender': {'gender': 'Female', 'confidence': 90.33918762207031}, 'age': {'minimum': 37, 'maximum': 45}}, {'confidence': 94.05674743652344, 'left': 428, 'top': 284, 'width': 13, 'height': 19, 'gender': {'gender': 'Male', 'confidence': 92.9193344116211}, 'age': {'minimum': 12, 'maximum': 20}}, {'confidence': 91.27950286865234, 'left': 28, 'top': 286, 'width': 13, 'height': 17, 'gender': {'gender': 'Female', 'confidence': 88.94606018066406}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 94.44739532470703, 'left': 380, 'top': 281, 'width': 12, 'height': 18, 'gender': {'gender': 'Male', 'confidence': 63.123870849609375}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.52778625488281, 'left': 313, 'top': 295, 'width': 13, 'height': 16, 'gender': {'gender': 'Female', 'confidence': 97.88472747802734}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 91.17667388916016, 'left': 186, 'top': 307, 'width': 12, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 99.89254760742188}, 'age': {'minimum': 12, 'maximum': 20}}, {'confidence': 99.59881591796875, 'left': 297, 'top': 291, 'width': 10, 'height': 13, 'gender': {'gender': 'Male', 'confidence': 71.27664184570312}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-07-08T13:40:02.539003', 'order': 1688823602}}"
322,322,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-128.jpg,SG161222,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 95.42866516113281, 'left': 137, 'top': 192, 'width': 26, 'height': 32, 'gender': {'gender': 'Female', 'confidence': 68.52271270751953}, 'age': {'minimum': 26, 'maximum': 36}}], 'date': '2023-07-08T13:40:03.355654', 'order': 1688823603}}"
323,323,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-174.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:03.970792', 'order': 1688823603}}"
324,324,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-121.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:06.000897', 'order': 1688823606}}"
325,325,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-2.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:06.851187', 'order': 1688823606}}"
326,326,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-179.jpg,SG161222,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 93.86978912353516, 'left': 443, 'top': 427, 'width': 12, 'height': 16, 'gender': {'gender': 'Female', 'confidence': 99.22825622558594}, 'age': {'minimum': 28, 'maximum': 38}}, {'confidence': 94.63753509521484, 'left': 249, 'top': 425, 'width': 11, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 99.80973815917969}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.76630401611328, 'left': 25, 'top': 425, 'width': 10, 'height': 14, 'gender': {'gender': 'Female', 'confidence': 84.89277648925781}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-07-08T13:40:08.429928', 'order': 1688823608}}"
327,327,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-94.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:09.396182', 'order': 1688823609}}"
328,328,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-161.jpg,SG161222,13,6,7,2,10,1,"{'status': 200, 'data': {'detections': [{'confidence': 98.52544403076172, 'left': 408, 'top': 219, 'width': 16, 'height': 19, 'gender': {'gender': 'Female', 'confidence': 88.21939086914062}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 96.25000762939453, 'left': 252, 'top': 222, 'width': 16, 'height': 18, 'gender': {'gender': 'Female', 'confidence': 63.91106414794922}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 99.97078704833984, 'left': 225, 'top': 208, 'width': 14, 'height': 20, 'gender': {'gender': 'Female', 'confidence': 76.3780746459961}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 97.64923858642578, 'left': 110, 'top': 209, 'width': 14, 'height': 19, 'gender': {'gender': 'Male', 'confidence': 80.76679229736328}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.81999206542969, 'left': 450, 'top': 206, 'width': 14, 'height': 18, 'gender': {'gender': 'Male', 'confidence': 89.54351806640625}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.19448852539062, 'left': 8, 'top': 222, 'width': 14, 'height': 18, 'gender': {'gender': 'Female', 'confidence': 88.89239501953125}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 98.76898193359375, 'left': 188, 'top': 220, 'width': 12, 'height': 17, 'gender': {'gender': 'Male', 'confidence': 96.70561981201172}, 'age': {'minimum': 40, 'maximum': 48}}, {'confidence': 92.14192199707031, 'left': 471, 'top': 203, 'width': 11, 'height': 15, 'gender': {'gender': 'Male', 'confidence': 90.67947387695312}, 'age': {'minimum': 51, 'maximum': 59}}, {'confidence': 99.57669830322266, 'left': 84, 'top': 201, 'width': 11, 'height': 15, 'gender': {'gender': 'Male', 'confidence': 96.35572814941406}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.69731903076172, 'left': 436, 'top': 203, 'width': 11, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 68.20641326904297}, 'age': {'minimum': 6, 'maximum': 14}}, {'confidence': 90.45945739746094, 'left': 338, 'top': 208, 'width': 10, 'height': 14, 'gender': {'gender': 'Female', 'confidence': 98.95295715332031}, 'age': {'minimum': 14, 'maximum': 22}}, {'confidence': 91.65440368652344, 'left': 486, 'top': 208, 'width': 10, 'height': 13, 'gender': {'gender': 'Male', 'confidence': 99.68578338623047}, 'age': {'minimum': 6, 'maximum': 12}}, {'confidence': 91.80846405029297, 'left': 217, 'top': 189, 'width': 8, 'height': 11, 'gender': {'gender': 'Male', 'confidence': 76.89430236816406}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-07-08T13:40:11.926169', 'order': 1688823611}}"
329,329,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-83.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:12.691933', 'order': 1688823612}}"
330,330,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-134.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:13.299333', 'order': 1688823613}}"
331,331,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-102.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:14.013647', 'order': 1688823614}}"
332,332,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-36.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:14.912354', 'order': 1688823614}}"
333,333,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-60.jpg,SG161222,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97728729248047, 'left': 78, 'top': 356, 'width': 15, 'height': 21, 'gender': {'gender': 'Female', 'confidence': 99.98500061035156}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-07-08T13:40:15.684223', 'order': 1688823615}}"
334,334,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-73.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:16.395489', 'order': 1688823616}}"
335,335,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-118.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:17.111015', 'order': 1688823617}}"
336,336,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-85.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.70713806152344, 'left': 294, 'top': 399, 'width': 10, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 94.25619506835938}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 93.97826385498047, 'left': 345, 'top': 380, 'width': 9, 'height': 12, 'gender': {'gender': 'Female', 'confidence': 98.74797821044922}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-07-08T13:40:18.251680', 'order': 1688823618}}"
337,337,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-131.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 90.01365661621094, 'left': 169, 'top': 294, 'width': 14, 'height': 17, 'gender': {'gender': 'Female', 'confidence': 98.04222106933594}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 95.8734130859375, 'left': 440, 'top': 292, 'width': 13, 'height': 17, 'gender': {'gender': 'Female', 'confidence': 95.01992797851562}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-07-08T13:40:19.551247', 'order': 1688823619}}"
338,338,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-141.jpg,SG161222,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T13:40:20.252458', 'order': 1688823620}}"
339,339,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_1/SD-SG16-P1-9.jpg,SG161222,13,9,4,0,13,0,"{'status': 200, 'data': {'detections': [{'confidence': 92.1749496459961, 'left': 362, 'top': 195, 'width': 12, 'height': 24, 'gender': {'gender': 'Male', 'confidence': 79.7635269165039}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.82450103759766, 'left': 459, 'top': 308, 'width': 15, 'height': 21, 'gender': {'gender': 'Female', 'confidence': 99.06710052490234}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 97.11930084228516, 'left': 482, 'top': 328, 'width': 14, 'height': 20, 'gender': {'gender': 'Male', 'confidence': 96.64405822753906}, 'age': {'minimum': 42, 'maximum': 50}}, {'confidence': 99.61224365234375, 'left': 126, 'top': 262, 'width': 14, 'height': 19, 'gender': {'gender': 'Female', 'confidence': 99.52381896972656}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.80780029296875, 'left': 43, 'top': 265, 'width': 14, 'height': 17, 'gender': {'gender': 'Female', 'confidence': 99.98770904541016}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 96.04817962646484, 'left': 232, 'top': 342, 'width': 14, 'height': 17, 'gender': {'gender': 'Male', 'confidence': 64.1116943359375}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 97.89205169677734, 'left': 17, 'top': 264, 'width': 13, 'height': 18, 'gender': {'gender': 'Female', 'confidence': 99.67671966552734}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.1888427734375, 'left': 445, 'top': 286, 'width': 13, 'height': 16, 'gender': {'gender': 'Female', 'confidence': 78.45873260498047}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 95.03605651855469, 'left': 238, 'top': 314, 'width': 13, 'height': 16, 'gender': {'gender': 'Male', 'confidence': 73.48130798339844}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 91.46324920654297, 'left': 439, 'top': 314, 'width': 12, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 72.76914978027344}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.5366439819336, 'left': 462, 'top': 285, 'width': 11, 'height': 15, 'gender': {'gender': 'Female', 'confidence': 98.37718200683594}, 'age': {'minimum': 36, 'maximum': 44}}, {'confidence': 92.3075942993164, 'left': 62, 'top': 266, 'width': 10, 'height': 14, 'gender': {'gender': 'Female', 'confidence': 92.58988952636719}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 91.62670135498047, 'left': 432, 'top': 285, 'width': 9, 'height': 11, 'gender': {'gender': 'Female', 'confidence': 85.84953308105469}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-07-08T13:40:22.139017', 'order': 1688823622}}"
