,image_id,generator,number,female,male,age_details
0,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-140.jpg,stabilityai,0,0,0,[]
1,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-14.jpg,stabilityai,2,1,1,"[['Female', 28], ['Male', 80]]"
2,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-37.jpg,stabilityai,1,1,0,"[['Female', 28]]"
3,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-45.jpg,stabilityai,0,0,0,[]
4,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-143.jpg,stabilityai,0,0,0,[]
5,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-132.jpg,stabilityai,0,0,0,[]
6,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-121.jpg,stabilityai,1,1,0,"[['Female', 28]]"
7,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-196.jpg,stabilityai,2,0,2,"[['Male', 80], ['Male', 80]]"
8,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-197.jpg,stabilityai,0,0,0,[]
9,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-176.jpg,stabilityai,0,0,0,[]
10,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-130.jpg,stabilityai,0,0,0,[]
11,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-133.jpg,stabilityai,2,2,0,"[['Female', 28], ['Female', 40]]"
12,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-152.jpg,stabilityai,4,4,0,"[['Female', 28], ['Female', 28], ['Female', 28], ['Female', 28]]"
13,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-67.jpg,stabilityai,2,2,0,"[['Female', 28], ['Female', 28]]"
14,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-199.jpg,stabilityai,2,2,0,"[['Female', 80], ['Female', 80]]"
15,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-31.jpg,stabilityai,2,2,0,"[['Female', 5], ['Female', 28]]"
16,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-87.jpg,stabilityai,3,1,2,"[['Female', 28], ['Male', 28], ['Male', 28]]"
17,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-88.jpg,stabilityai,3,2,1,"[['Female', 28], ['Female', 28], ['Male', 28]]"
18,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-164.jpg,stabilityai,0,0,0,[]
