,Unnamed: 0.1,Unnamed: 0,image_id,generator,number,female,male,age_group_a,age_group_b,age_group_c,json_response
956,956,956,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-79.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.92415618896484, 'left': 380, 'top': 262, 'width': 119, 'height': 107, 'gender': {'gender': 'Female', 'confidence': 99.85139465332031}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.86009979248047, 'left': 255, 'top': 516, 'width': 83, 'height': 89, 'gender': {'gender': 'Female', 'confidence': 99.99467468261719}, 'age': {'minimum': 10, 'maximum': 18}}], 'date': '2023-06-28T19:54:52.473391', 'order': 1687982092}}"
957,957,957,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-91.png,mid_journey,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.94535827636719, 'left': 573, 'top': 285, 'width': 85, 'height': 92, 'gender': {'gender': 'Female', 'confidence': 99.98755645751953}, 'age': {'minimum': 12, 'maximum': 20}}, {'confidence': 99.81294250488281, 'left': 390, 'top': 332, 'width': 83, 'height': 91, 'gender': {'gender': 'Female', 'confidence': 99.96562957763672}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-06-28T19:54:53.981690', 'order': 1687982093}}"
958,958,958,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-84.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9628677368164, 'left': 505, 'top': 218, 'width': 64, 'height': 58, 'gender': {'gender': 'Female', 'confidence': 99.97410583496094}, 'age': {'minimum': 6, 'maximum': 16}}, {'confidence': 99.94933319091797, 'left': 179, 'top': 518, 'width': 51, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 99.9810562133789}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.2388916015625, 'left': 337, 'top': 411, 'width': 33, 'height': 34, 'gender': {'gender': 'Female', 'confidence': 69.8677978515625}, 'age': {'minimum': 13, 'maximum': 21}}], 'date': '2023-06-28T19:54:55.386497', 'order': 1687982095}}"
959,959,959,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-13.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.96865844726562, 'left': 476, 'top': 203, 'width': 96, 'height': 110, 'gender': {'gender': 'Female', 'confidence': 99.96526336669922}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.9516830444336, 'left': 343, 'top': 516, 'width': 77, 'height': 82, 'gender': {'gender': 'Female', 'confidence': 99.99583435058594}, 'age': {'minimum': 6, 'maximum': 12}}], 'date': '2023-06-28T19:54:56.754169', 'order': 1687982096}}"
960,960,960,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-68.png,mid_journey,2,1,1,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98558807373047, 'left': 508, 'top': 158, 'width': 107, 'height': 103, 'gender': {'gender': 'Male', 'confidence': 95.43025207519531}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.9935531616211, 'left': 370, 'top': 525, 'width': 60, 'height': 80, 'gender': {'gender': 'Female', 'confidence': 99.76221466064453}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-06-28T19:54:58.235638', 'order': 1687982098}}"
961,961,961,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-125.png,mid_journey,4,4,0,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98658752441406, 'left': 491, 'top': 231, 'width': 68, 'height': 56, 'gender': {'gender': 'Female', 'confidence': 99.83330535888672}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.98641967773438, 'left': 797, 'top': 513, 'width': 46, 'height': 59, 'gender': {'gender': 'Female', 'confidence': 98.88301086425781}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.79979705810547, 'left': 197, 'top': 769, 'width': 46, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 98.51900482177734}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.99226379394531, 'left': 107, 'top': 714, 'width': 41, 'height': 51, 'gender': {'gender': 'Female', 'confidence': 99.96575927734375}, 'age': {'minimum': 16, 'maximum': 24}}], 'date': '2023-06-28T19:54:59.756615', 'order': 1687982099}}"
962,962,962,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-12.png,mid_journey,4,4,0,2,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95178985595703, 'left': 430, 'top': 378, 'width': 84, 'height': 71, 'gender': {'gender': 'Female', 'confidence': 99.97461700439453}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.94176483154297, 'left': 596, 'top': 285, 'width': 48, 'height': 59, 'gender': {'gender': 'Female', 'confidence': 99.9747543334961}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.91104888916016, 'left': 907, 'top': 295, 'width': 45, 'height': 51, 'gender': {'gender': 'Female', 'confidence': 99.83116912841797}, 'age': {'minimum': 6, 'maximum': 14}}, {'confidence': 99.97748565673828, 'left': 229, 'top': 580, 'width': 37, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 99.22968292236328}, 'age': {'minimum': 2, 'maximum': 8}}], 'date': '2023-06-28T19:55:01.315987', 'order': 1687982101}}"
963,963,963,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-14.png,mid_journey,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.96484375, 'left': 455, 'top': 171, 'width': 76, 'height': 73, 'gender': {'gender': 'Male', 'confidence': 74.03826141357422}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.99639129638672, 'left': 625, 'top': 574, 'width': 59, 'height': 52, 'gender': {'gender': 'Female', 'confidence': 99.99515533447266}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-06-28T19:55:02.678714', 'order': 1687982102}}"
964,964,964,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-97.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97176361083984, 'left': 381, 'top': 226, 'width': 64, 'height': 79, 'gender': {'gender': 'Female', 'confidence': 99.8851089477539}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.94793701171875, 'left': 618, 'top': 559, 'width': 60, 'height': 72, 'gender': {'gender': 'Female', 'confidence': 99.99122619628906}, 'age': {'minimum': 10, 'maximum': 18}}, {'confidence': 99.70844268798828, 'left': 199, 'top': 602, 'width': 56, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 99.71326446533203}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-06-28T19:55:04.107762', 'order': 1687982104}}"
965,965,965,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-55.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97638702392578, 'left': 476, 'top': 201, 'width': 104, 'height': 111, 'gender': {'gender': 'Female', 'confidence': 99.9671630859375}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.93114471435547, 'left': 636, 'top': 568, 'width': 84, 'height': 95, 'gender': {'gender': 'Female', 'confidence': 99.97394561767578}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-06-28T19:55:05.424341', 'order': 1687982105}}"
966,966,966,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-112.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.99603271484375, 'left': 583, 'top': 252, 'width': 66, 'height': 73, 'gender': {'gender': 'Female', 'confidence': 99.87518310546875}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.98125457763672, 'left': 221, 'top': 325, 'width': 54, 'height': 61, 'gender': {'gender': 'Female', 'confidence': 99.99293518066406}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.90310668945312, 'left': 363, 'top': 671, 'width': 50, 'height': 58, 'gender': {'gender': 'Female', 'confidence': 99.60718536376953}, 'age': {'minimum': 6, 'maximum': 12}}], 'date': '2023-06-28T19:55:06.950535', 'order': 1687982106}}"
967,967,967,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-19.png,mid_journey,4,3,1,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.94632720947266, 'left': 433, 'top': 246, 'width': 79, 'height': 61, 'gender': {'gender': 'Female', 'confidence': 99.90678405761719}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.8744125366211, 'left': 714, 'top': 519, 'width': 51, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 99.76451873779297}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 98.22056579589844, 'left': 305, 'top': 598, 'width': 53, 'height': 42, 'gender': {'gender': 'Male', 'confidence': 71.75787353515625}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.79940795898438, 'left': 218, 'top': 268, 'width': 29, 'height': 44, 'gender': {'gender': 'Female', 'confidence': 99.82023620605469}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-06-28T19:55:08.481657', 'order': 1687982108}}"
968,968,968,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-58.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97638702392578, 'left': 476, 'top': 201, 'width': 104, 'height': 111, 'gender': {'gender': 'Female', 'confidence': 99.9671630859375}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.93114471435547, 'left': 636, 'top': 568, 'width': 84, 'height': 95, 'gender': {'gender': 'Female', 'confidence': 99.97394561767578}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-06-28T19:55:09.977190', 'order': 1687982109}}"
969,969,969,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-63.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.89153289794922, 'left': 306, 'top': 310, 'width': 113, 'height': 103, 'gender': {'gender': 'Female', 'confidence': 99.26958465576172}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.96427154541016, 'left': 758, 'top': 646, 'width': 59, 'height': 71, 'gender': {'gender': 'Female', 'confidence': 84.79564666748047}, 'age': {'minimum': 2, 'maximum': 8}}], 'date': '2023-06-28T19:55:11.326431', 'order': 1687982111}}"
970,970,970,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-71.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95747375488281, 'left': 455, 'top': 223, 'width': 111, 'height': 102, 'gender': {'gender': 'Female', 'confidence': 98.82435607910156}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.87106323242188, 'left': 324, 'top': 455, 'width': 85, 'height': 71, 'gender': {'gender': 'Female', 'confidence': 99.9768295288086}, 'age': {'minimum': 1, 'maximum': 7}}, {'confidence': 99.91962432861328, 'left': 151, 'top': 691, 'width': 74, 'height': 53, 'gender': {'gender': 'Female', 'confidence': 99.52767181396484}, 'age': {'minimum': 34, 'maximum': 42}}], 'date': '2023-06-28T19:55:12.548940', 'order': 1687982112}}"
971,971,971,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-92.png,mid_journey,4,4,0,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.94412994384766, 'left': 427, 'top': 206, 'width': 69, 'height': 74, 'gender': {'gender': 'Female', 'confidence': 99.97073364257812}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.76824188232422, 'left': 622, 'top': 415, 'width': 48, 'height': 79, 'gender': {'gender': 'Female', 'confidence': 53.02576446533203}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.8717041015625, 'left': 888, 'top': 247, 'width': 35, 'height': 51, 'gender': {'gender': 'Female', 'confidence': 98.80955505371094}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.94258880615234, 'left': 815, 'top': 376, 'width': 38, 'height': 44, 'gender': {'gender': 'Female', 'confidence': 99.68319702148438}, 'age': {'minimum': 43, 'maximum': 51}}], 'date': '2023-06-28T19:55:14.092428', 'order': 1687982114}}"
972,972,972,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-107.png,mid_journey,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.59988403320312, 'left': 227, 'top': 334, 'width': 59, 'height': 54, 'gender': {'gender': 'Female', 'confidence': 99.74607849121094}, 'age': {'minimum': 19, 'maximum': 27}}], 'date': '2023-06-28T19:55:15.580875', 'order': 1687982115}}"
973,973,973,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-23.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95285034179688, 'left': 515, 'top': 262, 'width': 63, 'height': 68, 'gender': {'gender': 'Female', 'confidence': 99.95653533935547}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.96980285644531, 'left': 774, 'top': 580, 'width': 54, 'height': 52, 'gender': {'gender': 'Female', 'confidence': 99.9916763305664}, 'age': {'minimum': 6, 'maximum': 12}}], 'date': '2023-06-28T19:55:16.858081', 'order': 1687982116}}"
974,974,974,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-88.png,mid_journey,4,4,0,1,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9040756225586, 'left': 433, 'top': 224, 'width': 76, 'height': 69, 'gender': {'gender': 'Female', 'confidence': 99.61518859863281}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.75785827636719, 'left': 185, 'top': 578, 'width': 56, 'height': 50, 'gender': {'gender': 'Female', 'confidence': 98.57601928710938}, 'age': {'minimum': 14, 'maximum': 22}}, {'confidence': 99.80673217773438, 'left': 857, 'top': 240, 'width': 32, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 92.4000244140625}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.14546966552734, 'left': 821, 'top': 329, 'width': 23, 'height': 26, 'gender': {'gender': 'Female', 'confidence': 52.500057220458984}, 'age': {'minimum': 11, 'maximum': 19}}], 'date': '2023-06-28T19:55:18.242718', 'order': 1687982118}}"
975,975,975,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-49.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.93600463867188, 'left': 504, 'top': 213, 'width': 92, 'height': 87, 'gender': {'gender': 'Female', 'confidence': 99.91936492919922}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 99.91063690185547, 'left': 523, 'top': 484, 'width': 66, 'height': 91, 'gender': {'gender': 'Female', 'confidence': 99.69366455078125}, 'age': {'minimum': 6, 'maximum': 14}}, {'confidence': 99.94734954833984, 'left': 78, 'top': 411, 'width': 49, 'height': 59, 'gender': {'gender': 'Female', 'confidence': 99.9240493774414}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-06-28T19:55:19.656271', 'order': 1687982119}}"
976,976,976,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-50.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.91985321044922, 'left': 370, 'top': 227, 'width': 114, 'height': 103, 'gender': {'gender': 'Female', 'confidence': 99.97779846191406}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.64830017089844, 'left': 314, 'top': 466, 'width': 90, 'height': 74, 'gender': {'gender': 'Female', 'confidence': 99.9917221069336}, 'age': {'minimum': 2, 'maximum': 8}}], 'date': '2023-06-28T19:55:20.947887', 'order': 1687982120}}"
977,977,977,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-115.png,mid_journey,3,3,0,2,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.8951187133789, 'left': 414, 'top': 257, 'width': 102, 'height': 86, 'gender': {'gender': 'Female', 'confidence': 99.32734680175781}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.98892211914062, 'left': 285, 'top': 462, 'width': 90, 'height': 87, 'gender': {'gender': 'Female', 'confidence': 68.86973571777344}, 'age': {'minimum': 9, 'maximum': 17}}, {'confidence': 99.88276672363281, 'left': 916, 'top': 354, 'width': 71, 'height': 74, 'gender': {'gender': 'Female', 'confidence': 99.99823760986328}, 'age': {'minimum': 1, 'maximum': 7}}], 'date': '2023-06-28T19:55:22.257505', 'order': 1687982122}}"
978,978,978,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-40.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.79497528076172, 'left': 339, 'top': 306, 'width': 81, 'height': 66, 'gender': {'gender': 'Female', 'confidence': 99.95813751220703}, 'age': {'minimum': 14, 'maximum': 22}}, {'confidence': 99.96469116210938, 'left': 834, 'top': 747, 'width': 53, 'height': 61, 'gender': {'gender': 'Female', 'confidence': 99.8431625366211}, 'age': {'minimum': 4, 'maximum': 10}}, {'confidence': 99.98513793945312, 'left': 710, 'top': 539, 'width': 59, 'height': 51, 'gender': {'gender': 'Female', 'confidence': 99.98424530029297}, 'age': {'minimum': 16, 'maximum': 24}}], 'date': '2023-06-28T19:55:23.583651', 'order': 1687982123}}"
979,979,979,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-41.png,mid_journey,2,1,1,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95756530761719, 'left': 367, 'top': 261, 'width': 75, 'height': 77, 'gender': {'gender': 'Female', 'confidence': 99.4075927734375}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.96908569335938, 'left': 641, 'top': 591, 'width': 64, 'height': 63, 'gender': {'gender': 'Male', 'confidence': 80.4406967163086}, 'age': {'minimum': 0, 'maximum': 3}}], 'date': '2023-06-28T19:55:24.900435', 'order': 1687982124}}"
980,980,980,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-75.png,mid_journey,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9416732788086, 'left': 442, 'top': 233, 'width': 84, 'height': 87, 'gender': {'gender': 'Female', 'confidence': 99.97323608398438}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 99.94677734375, 'left': 248, 'top': 591, 'width': 48, 'height': 64, 'gender': {'gender': 'Male', 'confidence': 58.82807922363281}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.229736328125, 'left': 762, 'top': 610, 'width': 39, 'height': 43, 'gender': {'gender': 'Male', 'confidence': 61.573760986328125}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-06-28T19:55:26.358730', 'order': 1687982126}}"
981,981,981,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-24.png,mid_journey,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.96824645996094, 'left': 502, 'top': 363, 'width': 78, 'height': 58, 'gender': {'gender': 'Female', 'confidence': 99.53714752197266}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.98597717285156, 'left': 378, 'top': 556, 'width': 54, 'height': 68, 'gender': {'gender': 'Female', 'confidence': 99.9780044555664}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.89746856689453, 'left': 213, 'top': 264, 'width': 29, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 99.98015594482422}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-06-28T19:55:27.876393', 'order': 1687982127}}"
982,982,982,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-103.png,mid_journey,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.8921890258789, 'left': 484, 'top': 351, 'width': 61, 'height': 65, 'gender': {'gender': 'Female', 'confidence': 99.80014038085938}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.8691177368164, 'left': 380, 'top': 495, 'width': 53, 'height': 61, 'gender': {'gender': 'Female', 'confidence': 95.18112182617188}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-06-28T19:55:29.290795', 'order': 1687982129}}"
983,983,983,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-59.png,mid_journey,5,5,0,2,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.91065979003906, 'left': 519, 'top': 95, 'width': 91, 'height': 83, 'gender': {'gender': 'Female', 'confidence': 99.96791076660156}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.95915222167969, 'left': 794, 'top': 433, 'width': 62, 'height': 76, 'gender': {'gender': 'Female', 'confidence': 99.95347595214844}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.87127685546875, 'left': 689, 'top': 446, 'width': 51, 'height': 78, 'gender': {'gender': 'Female', 'confidence': 99.84368133544922}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 99.94766235351562, 'left': 326, 'top': 525, 'width': 52, 'height': 66, 'gender': {'gender': 'Female', 'confidence': 99.855224609375}, 'age': {'minimum': 2, 'maximum': 8}}, {'confidence': 99.9619140625, 'left': 656, 'top': 586, 'width': 48, 'height': 53, 'gender': {'gender': 'Female', 'confidence': 99.9989013671875}, 'age': {'minimum': 2, 'maximum': 8}}], 'date': '2023-06-28T19:55:30.851673', 'order': 1687982130}}"
984,984,984,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-64.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.81781005859375, 'left': 410, 'top': 255, 'width': 86, 'height': 89, 'gender': {'gender': 'Female', 'confidence': 99.37342071533203}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.98387145996094, 'left': 537, 'top': 543, 'width': 64, 'height': 72, 'gender': {'gender': 'Female', 'confidence': 97.0401382446289}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.96687316894531, 'left': 876, 'top': 688, 'width': 47, 'height': 64, 'gender': {'gender': 'Female', 'confidence': 97.17658233642578}, 'age': {'minimum': 6, 'maximum': 12}}], 'date': '2023-06-28T19:55:32.624898', 'order': 1687982132}}"
985,985,985,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-100.png,mid_journey,3,2,1,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95306396484375, 'left': 530, 'top': 129, 'width': 98, 'height': 93, 'gender': {'gender': 'Female', 'confidence': 99.9801025390625}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.98773193359375, 'left': 350, 'top': 419, 'width': 64, 'height': 67, 'gender': {'gender': 'Female', 'confidence': 99.9887466430664}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 99.98878479003906, 'left': 256, 'top': 550, 'width': 62, 'height': 52, 'gender': {'gender': 'Male', 'confidence': 99.53621673583984}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-06-28T19:55:34.058205', 'order': 1687982134}}"
986,986,986,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-104.png,mid_journey,3,3,0,2,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9690170288086, 'left': 353, 'top': 219, 'width': 113, 'height': 98, 'gender': {'gender': 'Female', 'confidence': 99.81016540527344}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.98009490966797, 'left': 136, 'top': 271, 'width': 73, 'height': 83, 'gender': {'gender': 'Female', 'confidence': 99.54393768310547}, 'age': {'minimum': 6, 'maximum': 16}}, {'confidence': 99.9778823852539, 'left': 119, 'top': 499, 'width': 65, 'height': 76, 'gender': {'gender': 'Female', 'confidence': 99.95772552490234}, 'age': {'minimum': 2, 'maximum': 8}}], 'date': '2023-06-28T19:55:35.354912', 'order': 1687982135}}"
987,987,987,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-32.png,mid_journey,5,4,1,2,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.84063720703125, 'left': 501, 'top': 262, 'width': 89, 'height': 81, 'gender': {'gender': 'Male', 'confidence': 72.5948257446289}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.99109649658203, 'left': 633, 'top': 388, 'width': 68, 'height': 67, 'gender': {'gender': 'Female', 'confidence': 99.99002075195312}, 'age': {'minimum': 6, 'maximum': 16}}, {'confidence': 99.97608947753906, 'left': 128, 'top': 258, 'width': 58, 'height': 56, 'gender': {'gender': 'Female', 'confidence': 99.95491790771484}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.89478302001953, 'left': 697, 'top': 508, 'width': 36, 'height': 50, 'gender': {'gender': 'Female', 'confidence': 58.75657272338867}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.26837158203125, 'left': 656, 'top': 584, 'width': 29, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.11359405517578}, 'age': {'minimum': 2, 'maximum': 10}}], 'date': '2023-06-28T19:55:36.803493', 'order': 1687982136}}"
988,988,988,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-34.png,mid_journey,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.92906188964844, 'left': 487, 'top': 355, 'width': 84, 'height': 77, 'gender': {'gender': 'Female', 'confidence': 99.93850708007812}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.98906707763672, 'left': 281, 'top': 508, 'width': 62, 'height': 62, 'gender': {'gender': 'Female', 'confidence': 99.99614715576172}, 'age': {'minimum': 6, 'maximum': 16}}], 'date': '2023-06-28T19:55:38.121153', 'order': 1687982138}}"
989,989,989,https://ik.imagekit.io/seeingthewords/data/mid_journey/prompt_4/MJ-DISCORD-P4-31.png,mid_journey,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9947280883789, 'left': 533, 'top': 177, 'width': 64, 'height': 73, 'gender': {'gender': 'Female', 'confidence': 99.9713134765625}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.91376495361328, 'left': 682, 'top': 606, 'width': 47, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.99671936035156}, 'age': {'minimum': 6, 'maximum': 14}}, {'confidence': 99.91939544677734, 'left': 239, 'top': 467, 'width': 43, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.97087860107422}, 'age': {'minimum': 13, 'maximum': 21}}], 'date': '2023-06-28T19:55:39.668441', 'order': 1687982139}}"
