,Unnamed: 0.1,Unnamed: 0,image_id,generator,number,female,male,age_group_a,age_group_b,age_group_c,json_response
197,197,197,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-15.jpg,stabilityai,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 95.1102523803711, 'left': 293, 'top': 91, 'width': 42, 'height': 54, 'gender': {'gender': 'Female', 'confidence': 86.90196990966797}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 94.94733428955078, 'left': 436, 'top': 128, 'width': 30, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 83.5970687866211}, 'age': {'minimum': 31, 'maximum': 41}}], 'date': '2023-06-28T19:40:32.120287', 'order': 1687981232}}"
198,198,198,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-115.jpg,stabilityai,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9166259765625, 'left': 334, 'top': 1, 'width': 50, 'height': 63, 'gender': {'gender': 'Female', 'confidence': 99.8731460571289}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.8978500366211, 'left': 236, 'top': 141, 'width': 43, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 99.9529037475586}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.94652557373047, 'left': 126, 'top': 140, 'width': 36, 'height': 50, 'gender': {'gender': 'Female', 'confidence': 99.94161987304688}, 'age': {'minimum': 6, 'maximum': 14}}], 'date': '2023-06-28T19:40:33.046189', 'order': 1687981233}}"
199,199,199,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_4/SD-STABLILITY-P4-173.jpg,stabilityai,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 91.49468231201172, 'left': 216, 'top': 29, 'width': 64, 'height': 71, 'gender': {'gender': 'Female', 'confidence': 96.5316390991211}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-06-28T19:40:33.917903', 'order': 1687981233}}"
200,200,200,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-107.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9522705078125, 'left': 140, 'top': 84, 'width': 55, 'height': 68, 'gender': {'gender': 'Female', 'confidence': 99.98172760009766}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.92115783691406, 'left': 301, 'top': 58, 'width': 48, 'height': 70, 'gender': {'gender': 'Female', 'confidence': 60.44474411010742}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-06-28T19:40:34.927554', 'order': 1687981234}}"
201,201,201,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-28.jpg,SG161222,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97584533691406, 'left': 386, 'top': 67, 'width': 41, 'height': 51, 'gender': {'gender': 'Male', 'confidence': 98.07879638671875}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.81201171875, 'left': 210, 'top': 52, 'width': 34, 'height': 44, 'gender': {'gender': 'Male', 'confidence': 66.9560317993164}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.84387969970703, 'left': 300, 'top': 199, 'width': 24, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.9239273071289}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-06-28T19:40:36.136405', 'order': 1687981236}}"
202,202,202,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-68.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.94926452636719, 'left': 245, 'top': 36, 'width': 58, 'height': 80, 'gender': {'gender': 'Female', 'confidence': 99.99789428710938}, 'age': {'minimum': 16, 'maximum': 22}}, {'confidence': 99.93211364746094, 'left': 161, 'top': 143, 'width': 48, 'height': 76, 'gender': {'gender': 'Female', 'confidence': 99.9847412109375}, 'age': {'minimum': 13, 'maximum': 21}}], 'date': '2023-06-28T19:40:37.031739', 'order': 1687981237}}"
203,203,203,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-22.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.93213653564453, 'left': 209, 'top': 139, 'width': 33, 'height': 52, 'gender': {'gender': 'Female', 'confidence': 96.34049987792969}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.97779846191406, 'left': 355, 'top': 127, 'width': 30, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 97.580078125}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-06-28T19:40:38.072747', 'order': 1687981238}}"
204,204,204,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-70.jpg,SG161222,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97996520996094, 'left': 255, 'top': 119, 'width': 48, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 87.04624938964844}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.94851684570312, 'left': 143, 'top': 177, 'width': 37, 'height': 54, 'gender': {'gender': 'Female', 'confidence': 99.85230255126953}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.98736572265625, 'left': 346, 'top': 120, 'width': 34, 'height': 48, 'gender': {'gender': 'Female', 'confidence': 94.40099334716797}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-06-28T19:40:39.674406', 'order': 1687981239}}"
205,205,205,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-41.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.56307220458984, 'left': 322, 'top': 189, 'width': 34, 'height': 53, 'gender': {'gender': 'Female', 'confidence': 96.96566772460938}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.65676879882812, 'left': 151, 'top': 44, 'width': 33, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.2054443359375}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:40:40.753076', 'order': 1687981240}}"
206,206,206,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-188.jpg,SG161222,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95951080322266, 'left': 307, 'top': 76, 'width': 62, 'height': 73, 'gender': {'gender': 'Male', 'confidence': 82.94461059570312}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.93418884277344, 'left': 142, 'top': 104, 'width': 47, 'height': 65, 'gender': {'gender': 'Female', 'confidence': 99.9747543334961}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.9825210571289, 'left': 234, 'top': 142, 'width': 48, 'height': 58, 'gender': {'gender': 'Female', 'confidence': 99.99431610107422}, 'age': {'minimum': 18, 'maximum': 24}}], 'date': '2023-06-28T19:40:41.879001', 'order': 1687981241}}"
207,207,207,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-98.jpg,SG161222,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 94.11905670166016, 'left': 275, 'top': 60, 'width': 34, 'height': 49, 'gender': {'gender': 'Male', 'confidence': 80.96080017089844}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.90406799316406, 'left': 145, 'top': 223, 'width': 28, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 71.66719818115234}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-06-28T19:40:42.827616', 'order': 1687981242}}"
208,208,208,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-51.jpg,SG161222,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.29841613769531, 'left': 352, 'top': 78, 'width': 32, 'height': 46, 'gender': {'gender': 'Male', 'confidence': 52.7427978515625}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.88713836669922, 'left': 267, 'top': 244, 'width': 29, 'height': 32, 'gender': {'gender': 'Female', 'confidence': 99.99107360839844}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.59288024902344, 'left': 129, 'top': 136, 'width': 27, 'height': 32, 'gender': {'gender': 'Male', 'confidence': 97.14691925048828}, 'age': {'minimum': 31, 'maximum': 41}}], 'date': '2023-06-28T19:40:43.986571', 'order': 1687981243}}"
209,209,209,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-145.jpg,SG161222,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.38899230957031, 'left': 300, 'top': 151, 'width': 30, 'height': 39, 'gender': {'gender': 'Male', 'confidence': 74.92578887939453}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.91964721679688, 'left': 195, 'top': 125, 'width': 25, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 99.93936920166016}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 96.21752166748047, 'left': 437, 'top': 167, 'width': 13, 'height': 20, 'gender': {'gender': 'Female', 'confidence': 74.96540832519531}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-06-28T19:40:45.174954', 'order': 1687981245}}"
210,210,210,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-16.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.96073913574219, 'left': 250, 'top': 87, 'width': 50, 'height': 65, 'gender': {'gender': 'Female', 'confidence': 99.99320983886719}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.95475769042969, 'left': 176, 'top': 168, 'width': 38, 'height': 58, 'gender': {'gender': 'Female', 'confidence': 92.85887145996094}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-06-28T19:40:46.353704', 'order': 1687981246}}"
211,211,211,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-99.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.69808197021484, 'left': 85, 'top': 242, 'width': 25, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 70.89141845703125}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 99.43341064453125, 'left': 326, 'top': 120, 'width': 26, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 99.66680908203125}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:40:47.363395', 'order': 1687981247}}"
212,212,212,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-168.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.94051361083984, 'left': 316, 'top': 169, 'width': 36, 'height': 53, 'gender': {'gender': 'Female', 'confidence': 93.68401336669922}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.7721939086914, 'left': 153, 'top': 191, 'width': 32, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 99.39315032958984}, 'age': {'minimum': 25, 'maximum': 35}}], 'date': '2023-06-28T19:40:48.304654', 'order': 1687981248}}"
213,213,213,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-166.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.13236236572266, 'left': 149, 'top': 73, 'width': 24, 'height': 32, 'gender': {'gender': 'Female', 'confidence': 64.90646362304688}, 'age': {'minimum': 35, 'maximum': 43}}, {'confidence': 98.57608795166016, 'left': 302, 'top': 95, 'width': 22, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 82.7994384765625}, 'age': {'minimum': 34, 'maximum': 42}}], 'date': '2023-06-28T19:40:49.181056', 'order': 1687981249}}"
214,214,214,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-196.jpg,SG161222,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.99188232421875, 'left': 211, 'top': 109, 'width': 47, 'height': 51, 'gender': {'gender': 'Female', 'confidence': 97.14192962646484}, 'age': {'minimum': 28, 'maximum': 38}}, {'confidence': 98.76005554199219, 'left': 115, 'top': 256, 'width': 35, 'height': 62, 'gender': {'gender': 'Female', 'confidence': 99.82080078125}, 'age': {'minimum': 10, 'maximum': 18}}, {'confidence': 99.95198059082031, 'left': 330, 'top': 171, 'width': 35, 'height': 53, 'gender': {'gender': 'Female', 'confidence': 99.97978973388672}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-06-28T19:41:21.837257', 'order': 1687981281}}"
215,215,215,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-85.jpg,SG161222,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.74771118164062, 'left': 305, 'top': 105, 'width': 41, 'height': 67, 'gender': {'gender': 'Male', 'confidence': 99.90034484863281}, 'age': {'minimum': 38, 'maximum': 46}}, {'confidence': 98.91470336914062, 'left': 151, 'top': 66, 'width': 29, 'height': 40, 'gender': {'gender': 'Male', 'confidence': 92.76386260986328}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:41:22.869004', 'order': 1687981282}}"
216,216,216,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-89.jpg,SG161222,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.88684844970703, 'left': 364, 'top': 118, 'width': 34, 'height': 41, 'gender': {'gender': 'Male', 'confidence': 99.85803985595703}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.60369110107422, 'left': 140, 'top': 212, 'width': 27, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.01132202148438}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.94461822509766, 'left': 273, 'top': 208, 'width': 28, 'height': 37, 'gender': {'gender': 'Female', 'confidence': 99.90229797363281}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-06-28T19:41:24.009700', 'order': 1687981284}}"
217,217,217,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-125.jpg,SG161222,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.89305114746094, 'left': 320, 'top': 147, 'width': 33, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 99.56546783447266}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.8076171875, 'left': 200, 'top': 69, 'width': 36, 'height': 42, 'gender': {'gender': 'Male', 'confidence': 91.18803405761719}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-06-28T19:41:25.048422', 'order': 1687981285}}"
218,218,218,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-71.jpg,SG161222,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95658111572266, 'left': 245, 'top': 73, 'width': 49, 'height': 66, 'gender': {'gender': 'Female', 'confidence': 58.346675872802734}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 98.73307037353516, 'left': 143, 'top': 156, 'width': 35, 'height': 56, 'gender': {'gender': 'Female', 'confidence': 99.73867797851562}, 'age': {'minimum': 10, 'maximum': 18}}], 'date': '2023-06-28T19:41:26.093988', 'order': 1687981286}}"
219,219,219,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-23.jpg,SG161222,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.88802337646484, 'left': 229, 'top': 152, 'width': 36, 'height': 48, 'gender': {'gender': 'Female', 'confidence': 98.18607330322266}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.42089080810547, 'left': 438, 'top': 136, 'width': 26, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 91.63362121582031}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.29230499267578, 'left': 337, 'top': 256, 'width': 27, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 93.84494018554688}, 'age': {'minimum': 4, 'maximum': 10}}], 'date': '2023-06-28T19:41:27.121160', 'order': 1687981287}}"
220,220,220,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-182.jpg,SG161222,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9405746459961, 'left': 366, 'top': 223, 'width': 32, 'height': 49, 'gender': {'gender': 'Male', 'confidence': 61.63985061645508}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 97.74089050292969, 'left': 162, 'top': 62, 'width': 33, 'height': 37, 'gender': {'gender': 'Male', 'confidence': 99.87779998779297}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.9317855834961, 'left': 257, 'top': 198, 'width': 31, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 97.30217742919922}, 'age': {'minimum': 29, 'maximum': 39}}], 'date': '2023-06-28T19:41:28.132014', 'order': 1687981288}}"
221,221,221,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-127.jpg,SG161222,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.89104461669922, 'left': 268, 'top': 139, 'width': 57, 'height': 62, 'gender': {'gender': 'Female', 'confidence': 99.66610717773438}, 'age': {'minimum': 11, 'maximum': 19}}, {'confidence': 99.97576141357422, 'left': 149, 'top': 268, 'width': 37, 'height': 59, 'gender': {'gender': 'Female', 'confidence': 99.97936248779297}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-06-28T19:41:28.999861', 'order': 1687981288}}"
222,222,222,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-59.jpg,SG161222,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97405242919922, 'left': 325, 'top': 74, 'width': 45, 'height': 50, 'gender': {'gender': 'Male', 'confidence': 99.52336120605469}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.95452880859375, 'left': 169, 'top': 199, 'width': 33, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 98.81977844238281}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:41:29.943200', 'order': 1687981289}}"
223,223,223,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-74.jpg,SG161222,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.59394836425781, 'left': 290, 'top': 83, 'width': 34, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 99.80924224853516}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 92.89500427246094, 'left': 76, 'top': 157, 'width': 25, 'height': 35, 'gender': {'gender': 'Male', 'confidence': 90.75154876708984}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.88328552246094, 'left': 177, 'top': 292, 'width': 22, 'height': 31, 'gender': {'gender': 'Female', 'confidence': 99.83539581298828}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:41:31.070698', 'order': 1687981291}}"
224,224,224,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-11.jpg,SG161222,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.91294860839844, 'left': 321, 'top': 197, 'width': 29, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 98.08247375488281}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.74848175048828, 'left': 187, 'top': 130, 'width': 27, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 71.14388275146484}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-06-28T19:41:32.238856', 'order': 1687981292}}"
225,225,225,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-1.jpg,SG161222,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.627197265625, 'left': 347, 'top': 106, 'width': 25, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 91.3799057006836}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.97459411621094, 'left': 285, 'top': 236, 'width': 25, 'height': 37, 'gender': {'gender': 'Female', 'confidence': 96.21540069580078}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 98.7594985961914, 'left': 138, 'top': 59, 'width': 24, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 59.02729797363281}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-06-28T19:41:33.537446', 'order': 1687981293}}"
226,226,226,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-184.jpg,SG161222,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.96355438232422, 'left': 363, 'top': 39, 'width': 33, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 64.70761108398438}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.89628601074219, 'left': 131, 'top': 89, 'width': 30, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.98001098632812}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.9527587890625, 'left': 226, 'top': 200, 'width': 28, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 98.81289672851562}, 'age': {'minimum': 19, 'maximum': 27}}], 'date': '2023-06-28T19:41:34.646829', 'order': 1687981294}}"
227,227,227,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-148.jpg,SG161222,3,3,0,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.56471252441406, 'left': 146, 'top': 115, 'width': 37, 'height': 48, 'gender': {'gender': 'Female', 'confidence': 99.9456558227539}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.98546600341797, 'left': 295, 'top': 85, 'width': 38, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 85.42330932617188}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.97704315185547, 'left': 243, 'top': 230, 'width': 27, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 99.95911407470703}, 'age': {'minimum': 4, 'maximum': 12}}], 'date': '2023-06-28T19:41:35.821202', 'order': 1687981295}}"
228,228,228,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-103.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.99249267578125, 'left': 286, 'top': 81, 'width': 49, 'height': 50, 'gender': {'gender': 'Female', 'confidence': 99.81381225585938}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.94828796386719, 'left': 152, 'top': 130, 'width': 36, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 99.93135070800781}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-06-28T19:41:37.156487', 'order': 1687981297}}"
229,229,229,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-4.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.99156951904297, 'left': 287, 'top': 65, 'width': 46, 'height': 62, 'gender': {'gender': 'Female', 'confidence': 99.92667388916016}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.98136138916016, 'left': 159, 'top': 86, 'width': 43, 'height': 62, 'gender': {'gender': 'Female', 'confidence': 86.27757263183594}, 'age': {'minimum': 28, 'maximum': 38}}], 'date': '2023-06-28T19:41:38.158600', 'order': 1687981298}}"
230,230,230,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-155.jpg,SG161222,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.39955139160156, 'left': 328, 'top': 231, 'width': 28, 'height': 39, 'gender': {'gender': 'Male', 'confidence': 72.6669921875}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.93342590332031, 'left': 246, 'top': 213, 'width': 26, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 99.95614624023438}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.90306854248047, 'left': 132, 'top': 91, 'width': 27, 'height': 34, 'gender': {'gender': 'Male', 'confidence': 59.61769104003906}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-06-28T19:41:39.105861', 'order': 1687981299}}"
231,231,231,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-118.jpg,SG161222,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95323181152344, 'left': 328, 'top': 95, 'width': 32, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 82.02371215820312}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.41439056396484, 'left': 135, 'top': 83, 'width': 28, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 99.48123168945312}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.8301773071289, 'left': 196, 'top': 196, 'width': 22, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 62.4598503112793}, 'age': {'minimum': 19, 'maximum': 27}}], 'date': '2023-06-28T19:41:40.164349', 'order': 1687981300}}"
232,232,232,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-45.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.770263671875, 'left': 187, 'top': 188, 'width': 27, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 84.27882385253906}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.85395812988281, 'left': 318, 'top': 139, 'width': 30, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 99.94017791748047}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-06-28T19:41:41.281027', 'order': 1687981301}}"
233,233,233,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-50.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.93008422851562, 'left': 203, 'top': 46, 'width': 36, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.99559783935547}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 98.95379638671875, 'left': 333, 'top': 248, 'width': 41, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 89.83570098876953}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-06-28T19:41:42.315239', 'order': 1687981302}}"
234,234,234,https://ik.imagekit.io/seeingthewords/data/SG161222/prompt_4/SD-SG16-P4-37.jpg,SG161222,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.92012023925781, 'left': 193, 'top': 39, 'width': 44, 'height': 59, 'gender': {'gender': 'Female', 'confidence': 99.11068725585938}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.78760528564453, 'left': 403, 'top': 179, 'width': 41, 'height': 58, 'gender': {'gender': 'Female', 'confidence': 71.72157287597656}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-06-28T19:41:43.315701', 'order': 1687981303}}"
