,Unnamed: 0,image_id,generator,number,female,male,age_group_a,age_group_b,age_group_c,json_response
10,10,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-46.jpg,stabilityai,4,1,3,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.89349365234375, 'left': 423, 'top': 126, 'width': 51, 'height': 62, 'gender': {'gender': 'Male', 'confidence': 99.95423889160156}, 'age': {'minimum': 37, 'maximum': 45}}, {'confidence': 99.87532043457031, 'left': 193, 'top': 132, 'width': 48, 'height': 56, 'gender': {'gender': 'Male', 'confidence': 99.9476089477539}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 98.9875717163086, 'left': 299, 'top': 117, 'width': 43, 'height': 61, 'gender': {'gender': 'Male', 'confidence': 99.99974060058594}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 97.20716857910156, 'left': 33, 'top': 163, 'width': 32, 'height': 57, 'gender': {'gender': 'Female', 'confidence': 50.50481414794922}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-07-08T10:47:18.625592', 'order': 1688813238}}"
11,11,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-162.jpg,stabilityai,4,1,3,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98047637939453, 'left': 389, 'top': 80, 'width': 42, 'height': 53, 'gender': {'gender': 'Male', 'confidence': 99.92601776123047}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.8391342163086, 'left': 292, 'top': 94, 'width': 34, 'height': 52, 'gender': {'gender': 'Male', 'confidence': 97.5101089477539}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.84794616699219, 'left': 219, 'top': 90, 'width': 33, 'height': 48, 'gender': {'gender': 'Female', 'confidence': 84.78958892822266}, 'age': {'minimum': 33, 'maximum': 41}}, {'confidence': 97.76017761230469, 'left': 95, 'top': 89, 'width': 30, 'height': 40, 'gender': {'gender': 'Male', 'confidence': 97.10704803466797}, 'age': {'minimum': 33, 'maximum': 41}}], 'date': '2023-07-08T10:47:19.934439', 'order': 1688813239}}"
12,12,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-156.jpg,stabilityai,6,1,5,0,5,1,"{'status': 200, 'data': {'detections': [{'confidence': 99.89868927001953, 'left': 449, 'top': 100, 'width': 25, 'height': 40, 'gender': {'gender': 'Male', 'confidence': 95.36810302734375}, 'age': {'minimum': 52, 'maximum': 60}}, {'confidence': 99.10026550292969, 'left': 140, 'top': 147, 'width': 26, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 86.23998260498047}, 'age': {'minimum': 31, 'maximum': 41}}, {'confidence': 99.90984344482422, 'left': 321, 'top': 160, 'width': 27, 'height': 35, 'gender': {'gender': 'Male', 'confidence': 99.88804626464844}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 98.99243927001953, 'left': 239, 'top': 175, 'width': 29, 'height': 32, 'gender': {'gender': 'Male', 'confidence': 92.0530776977539}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.52827453613281, 'left': 294, 'top': 108, 'width': 24, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 97.1719970703125}, 'age': {'minimum': 43, 'maximum': 51}}, {'confidence': 94.57050323486328, 'left': 2, 'top': 86, 'width': 21, 'height': 28, 'gender': {'gender': 'Male', 'confidence': 98.64647674560547}, 'age': {'minimum': 38, 'maximum': 46}}], 'date': '2023-07-08T10:47:21.270162', 'order': 1688813241}}"
13,13,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-42.jpg,stabilityai,5,0,5,0,3,1,"{'status': 200, 'data': {'detections': [{'confidence': 99.9173812866211, 'left': 284, 'top': 115, 'width': 84, 'height': 128, 'gender': {'gender': 'Male', 'confidence': 87.60897064208984}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 99.45094299316406, 'left': 453, 'top': 138, 'width': 57, 'height': 80, 'gender': {'gender': 'Male', 'confidence': 99.91734313964844}, 'age': {'minimum': 50, 'maximum': 58}}, {'confidence': 99.91681671142578, 'left': 156, 'top': 162, 'width': 57, 'height': 77, 'gender': {'gender': 'Male', 'confidence': 84.70188903808594}, 'age': {'minimum': 41, 'maximum': 49}}, {'confidence': 98.66680908203125, 'left': 4, 'top': 148, 'width': 60, 'height': 73, 'gender': {'gender': 'Male', 'confidence': 99.97602081298828}, 'age': {'minimum': 48, 'maximum': 54}}, {'confidence': 99.94190979003906, 'left': 85, 'top': 153, 'width': 49, 'height': 60, 'gender': {'gender': 'Male', 'confidence': 99.55667114257812}, 'age': {'minimum': 51, 'maximum': 59}}], 'date': '2023-07-08T10:47:22.328690', 'order': 1688813242}}"
14,14,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-49.jpg,stabilityai,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.89881134033203, 'left': 124, 'top': 157, 'width': 40, 'height': 59, 'gender': {'gender': 'Male', 'confidence': 99.75831604003906}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.89677429199219, 'left': 407, 'top': 162, 'width': 33, 'height': 54, 'gender': {'gender': 'Female', 'confidence': 69.79421997070312}, 'age': {'minimum': 34, 'maximum': 42}}], 'date': '2023-07-08T10:47:23.425075', 'order': 1688813243}}"
15,15,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-98.jpg,stabilityai,2,1,1,0,1,1,"{'status': 200, 'data': {'detections': [{'confidence': 99.95649719238281, 'left': 336, 'top': 94, 'width': 78, 'height': 82, 'gender': {'gender': 'Male', 'confidence': 99.98553466796875}, 'age': {'minimum': 61, 'maximum': 71}}, {'confidence': 99.80205535888672, 'left': 192, 'top': 141, 'width': 68, 'height': 86, 'gender': {'gender': 'Female', 'confidence': 68.44770812988281}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-07-08T10:47:24.543469', 'order': 1688813244}}"
16,16,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-160.jpg,stabilityai,5,0,5,0,5,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.93414306640625, 'left': 240, 'top': 106, 'width': 37, 'height': 56, 'gender': {'gender': 'Male', 'confidence': 98.87220764160156}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 99.11385345458984, 'left': 142, 'top': 190, 'width': 35, 'height': 48, 'gender': {'gender': 'Male', 'confidence': 99.90314483642578}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.861572265625, 'left': 73, 'top': 197, 'width': 32, 'height': 52, 'gender': {'gender': 'Male', 'confidence': 99.6737060546875}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.92427825927734, 'left': 359, 'top': 203, 'width': 34, 'height': 46, 'gender': {'gender': 'Male', 'confidence': 95.67376708984375}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.96147155761719, 'left': 454, 'top': 193, 'width': 31, 'height': 49, 'gender': {'gender': 'Male', 'confidence': 99.83319854736328}, 'age': {'minimum': 30, 'maximum': 40}}], 'date': '2023-07-08T10:47:25.701479', 'order': 1688813245}}"
17,17,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-170.jpg,stabilityai,3,0,3,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 96.38868713378906, 'left': 209, 'top': 178, 'width': 29, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 99.77622985839844}, 'age': {'minimum': 35, 'maximum': 43}}, {'confidence': 98.94930267333984, 'left': 316, 'top': 171, 'width': 27, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 89.7127456665039}, 'age': {'minimum': 31, 'maximum': 41}}, {'confidence': 97.79806518554688, 'left': 291, 'top': 170, 'width': 26, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 99.84992980957031}, 'age': {'minimum': 48, 'maximum': 54}}], 'date': '2023-07-08T10:47:26.914141', 'order': 1688813246}}"
18,18,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-76.jpg,stabilityai,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.93074035644531, 'left': 120, 'top': 78, 'width': 56, 'height': 63, 'gender': {'gender': 'Male', 'confidence': 60.5196418762207}, 'age': {'minimum': 28, 'maximum': 38}}, {'confidence': 99.12268829345703, 'left': 427, 'top': 83, 'width': 30, 'height': 56, 'gender': {'gender': 'Male', 'confidence': 99.2950439453125}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-07-08T10:47:28.035528', 'order': 1688813248}}"
19,19,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-9.jpg,stabilityai,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 91.76209259033203, 'left': 160, 'top': 70, 'width': 55, 'height': 79, 'gender': {'gender': 'Female', 'confidence': 99.80256652832031}, 'age': {'minimum': 36, 'maximum': 44}}, {'confidence': 99.8879165649414, 'left': 399, 'top': 31, 'width': 53, 'height': 72, 'gender': {'gender': 'Male', 'confidence': 99.13513946533203}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-07-08T10:47:29.013575', 'order': 1688813249}}"
20,20,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-25.jpg,stabilityai,3,0,3,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98743438720703, 'left': 20, 'top': 96, 'width': 95, 'height': 138, 'gender': {'gender': 'Male', 'confidence': 99.8546371459961}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 99.9752426147461, 'left': 173, 'top': 88, 'width': 84, 'height': 127, 'gender': {'gender': 'Male', 'confidence': 99.98374938964844}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.88153076171875, 'left': 408, 'top': 94, 'width': 70, 'height': 139, 'gender': {'gender': 'Male', 'confidence': 98.57713317871094}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-07-08T10:47:30.080210', 'order': 1688813250}}"
21,21,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-41.jpg,stabilityai,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.1422119140625, 'left': 327, 'top': 146, 'width': 44, 'height': 69, 'gender': {'gender': 'Male', 'confidence': 85.79952239990234}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 99.69351196289062, 'left': 218, 'top': 75, 'width': 47, 'height': 60, 'gender': {'gender': 'Female', 'confidence': 71.05175018310547}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.51671600341797, 'left': 345, 'top': 67, 'width': 44, 'height': 61, 'gender': {'gender': 'Female', 'confidence': 99.17510986328125}, 'age': {'minimum': 28, 'maximum': 38}}], 'date': '2023-07-08T10:47:31.159049', 'order': 1688813251}}"
22,22,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-106.jpg,stabilityai,7,0,7,0,6,1,"{'status': 200, 'data': {'detections': [{'confidence': 99.95293426513672, 'left': 383, 'top': 78, 'width': 62, 'height': 85, 'gender': {'gender': 'Male', 'confidence': 99.88611602783203}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 99.95750427246094, 'left': 308, 'top': 117, 'width': 51, 'height': 63, 'gender': {'gender': 'Male', 'confidence': 98.58043670654297}, 'age': {'minimum': 38, 'maximum': 46}}, {'confidence': 99.3002700805664, 'left': 18, 'top': 106, 'width': 49, 'height': 66, 'gender': {'gender': 'Male', 'confidence': 99.9997787475586}, 'age': {'minimum': 39, 'maximum': 47}}, {'confidence': 99.9732437133789, 'left': 235, 'top': 128, 'width': 46, 'height': 65, 'gender': {'gender': 'Male', 'confidence': 99.8031997680664}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.77444458007812, 'left': 318, 'top': 14, 'width': 47, 'height': 60, 'gender': {'gender': 'Male', 'confidence': 99.94434356689453}, 'age': {'minimum': 53, 'maximum': 61}}, {'confidence': 99.86741638183594, 'left': 169, 'top': 33, 'width': 44, 'height': 62, 'gender': {'gender': 'Male', 'confidence': 99.95248413085938}, 'age': {'minimum': 43, 'maximum': 51}}, {'confidence': 99.8558349609375, 'left': 254, 'top': 26, 'width': 42, 'height': 54, 'gender': {'gender': 'Male', 'confidence': 99.87358093261719}, 'age': {'minimum': 36, 'maximum': 44}}], 'date': '2023-07-08T10:47:32.433276', 'order': 1688813252}}"
23,23,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-191.jpg,stabilityai,6,2,4,0,6,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.7594985961914, 'left': 334, 'top': 157, 'width': 47, 'height': 61, 'gender': {'gender': 'Male', 'confidence': 99.92506408691406}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 98.75543975830078, 'left': 36, 'top': 216, 'width': 42, 'height': 56, 'gender': {'gender': 'Male', 'confidence': 99.98210144042969}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.72209930419922, 'left': 441, 'top': 125, 'width': 42, 'height': 56, 'gender': {'gender': 'Female', 'confidence': 58.53125}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 99.8640365600586, 'left': 52, 'top': 300, 'width': 41, 'height': 55, 'gender': {'gender': 'Male', 'confidence': 98.72566986083984}, 'age': {'minimum': 30, 'maximum': 40}}, {'confidence': 93.73069763183594, 'left': 113, 'top': 191, 'width': 36, 'height': 57, 'gender': {'gender': 'Male', 'confidence': 99.72563934326172}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 99.90167236328125, 'left': 136, 'top': 372, 'width': 40, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 99.25726318359375}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-07-08T10:47:33.707435', 'order': 1688813253}}"
24,24,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-11.jpg,stabilityai,4,1,3,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 91.69947814941406, 'left': 72, 'top': 82, 'width': 50, 'height': 73, 'gender': {'gender': 'Male', 'confidence': 69.35163879394531}, 'age': {'minimum': 41, 'maximum': 49}}, {'confidence': 99.96208190917969, 'left': 212, 'top': 168, 'width': 48, 'height': 70, 'gender': {'gender': 'Male', 'confidence': 99.90955352783203}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.97061920166016, 'left': 349, 'top': 90, 'width': 55, 'height': 61, 'gender': {'gender': 'Male', 'confidence': 99.95498657226562}, 'age': {'minimum': 42, 'maximum': 50}}, {'confidence': 99.97750854492188, 'left': 426, 'top': 159, 'width': 47, 'height': 65, 'gender': {'gender': 'Female', 'confidence': 72.17617797851562}, 'age': {'minimum': 21, 'maximum': 29}}], 'date': '2023-07-08T10:47:34.917887', 'order': 1688813254}}"
25,25,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-69.jpg,stabilityai,3,0,3,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.91635131835938, 'left': 316, 'top': 158, 'width': 66, 'height': 96, 'gender': {'gender': 'Male', 'confidence': 99.96742248535156}, 'age': {'minimum': 29, 'maximum': 39}}, {'confidence': 99.97294616699219, 'left': 15, 'top': 96, 'width': 67, 'height': 90, 'gender': {'gender': 'Male', 'confidence': 99.9390640258789}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.23204803466797, 'left': 216, 'top': 103, 'width': 64, 'height': 79, 'gender': {'gender': 'Male', 'confidence': 64.2907485961914}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-07-08T10:47:36.120242', 'order': 1688813256}}"
26,26,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-37.jpg,stabilityai,5,2,3,0,5,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97638702392578, 'left': 238, 'top': 92, 'width': 41, 'height': 62, 'gender': {'gender': 'Male', 'confidence': 86.98767852783203}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.74959564208984, 'left': 68, 'top': 223, 'width': 47, 'height': 46, 'gender': {'gender': 'Male', 'confidence': 98.22449493408203}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.91686248779297, 'left': 52, 'top': 275, 'width': 37, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 66.56378936767578}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.88584899902344, 'left': 416, 'top': 175, 'width': 36, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 55.26374435424805}, 'age': {'minimum': 28, 'maximum': 38}}, {'confidence': 99.89385223388672, 'left': 379, 'top': 204, 'width': 38, 'height': 40, 'gender': {'gender': 'Male', 'confidence': 82.30101776123047}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-07-08T10:47:37.445075', 'order': 1688813257}}"
27,27,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-56.jpg,stabilityai,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-07-08T10:47:38.499935', 'order': 1688813258}}"
28,28,https://ik.imagekit.io/seeingthewords/data/stabilityai/prompt_3/SD-STABLILITY-P3-168.jpg,stabilityai,1,0,1,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98680114746094, 'left': 181, 'top': 107, 'width': 92, 'height': 125, 'gender': {'gender': 'Male', 'confidence': 99.65631103515625}, 'age': {'minimum': 26, 'maximum': 36}}], 'date': '2023-07-08T10:47:39.437113', 'order': 1688813259}}"
